AN_Cell_ID_Risk_area,CELL_LONGITUDE,AN_Cloned_IMEI_Flag,BN_IDD_SMS
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1256218,Not_Cloned,0
FALSE,42.1013184,Not_Cloned,0
FALSE,42.1013184,Not_Cloned,0
FALSE,42.1013184,Not_Cloned,0
FALSE,42.1013184,Not_Cloned,0
FALSE,42.1013184,Not_Cloned,0
FALSE,42.1013184,Not_Cloned,0
FALSE,42.1013184,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1128769,Not_Cloned,0
FALSE,42.1128769,Not_Cloned,0
FALSE,42.1351013,Not_Cloned,0
FALSE,42.1063347,Not_Cloned,0
FALSE,42.1063347,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1286316,Not_Cloned,0
FALSE,42.1254997,Not_Cloned,0
FALSE,42.1254997,Not_Cloned,0
FALSE,42.1254997,Not_Cloned,0
FALSE,42.1254997,Not_Cloned,0
FALSE,42.1254997,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1352692,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1210518,Not_Cloned,0
FALSE,42.1284676,Not_Cloned,0
FALSE,42.1284676,Not_Cloned,0
FALSE,42.1630516,Not_Cloned,0
FALSE,42.1630516,Not_Cloned,0
FALSE,42.1630516,Not_Cloned,0
FALSE,41.8708992,Not_Cloned,0
FALSE,41.8708992,Not_Cloned,0
FALSE,41.8708992,Not_Cloned,0
FALSE,41.8604889,Not_Cloned,0
FALSE,41.8674393,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,41.8643913,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
FALSE,37.2734184,Not_Cloned,0
