SN,Date,IDD_CALL_TIMES,SMS_RECEIVE_CNT,SMS_SEND_CNT,CALLING_TIMES,Calling_IMEI ,Called_IMEI ,Missed_IDD_calling,CALLING_DURATION,CALLED_DURATION,IDD_CALLING_TIMES,CELL_COUNT,CALLING_CELL_COUNT,CALLED_CELL_COUNT,IDD_SMS_CNT,IS_FRAUD
1839,20160708,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0
1840,20160708,0,0,0,1,0,1,0,40,0,0,1,1,0,0,0
1841,20160708,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0
1842,20160708,0,0,0,0,0,0,0,7,3,0,1,1,0,0,0
1843,20160708,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
1844,20160708,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
1845,20160708,0,0,0,0,0,0,0,23,349,0,2,2,0,0,0
1846,20160708,0,0,0,0,0,0,0,19,0,0,1,1,0,0,0
1847,20160708,0,0,0,0,0,0,0,14,0,0,1,1,0,0,0
1848,20160708,0,0,0,0,0,0,0,4,247,0,1,1,0,0,0
1849,20160708,0,0,0,1,0,1,0,53,0,0,3,3,0,0,0
1850,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,20160708,0,0,0,1,0,1,0,140,0,0,7,7,0,0,0
1852,20160708,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0
1853,20160708,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0
1854,20160708,0,0,0,0,0,0,0,21,0,0,1,1,0,0,0
1855,20160708,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0
1856,20160708,0,0,0,0,0,0,0,9,26,0,1,1,0,0,0
1857,20160708,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0
1858,20160708,0,0,0,1,0,1,0,63,0,0,2,2,0,0,0
1859,20160708,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
1860,20160708,0,0,0,0,0,0,0,20,43,0,1,1,0,0,0
1861,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,20160708,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0
1863,20160708,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0
1864,20160708,0,0,0,1,0,1,0,39,19,0,1,1,0,0,0
1865,20160708,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
1866,20160708,0,0,0,0,0,0,0,16,297,0,1,1,0,0,0
1867,20160708,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0
1868,20160708,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0
1869,20160708,0,0,0,0,0,0,0,13,0,0,1,1,0,0,0
1870,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,20160708,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
1872,20160708,0,0,0,2,1,2,0,151,541,0,2,2,0,0,0
1873,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,20160708,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
1875,20160708,0,0,0,2,1,2,0,69,0,0,7,7,0,0,0
1876,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,20160708,0,0,0,0,0,0,0,21,0,0,1,1,0,0,0
1878,20160708,0,0,0,1,0,1,0,206,0,0,1,1,0,0,0
1879,20160708,0,0,0,2,1,2,0,170,0,0,9,9,0,0,0
1880,20160708,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0
1881,20160708,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1882,20160708,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
1883,20160708,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0
1884,20160708,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
1885,20160708,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
1886,20160708,0,0,0,0,0,0,0,14,1198,0,2,2,0,0,0
1887,20160708,0,0,0,0,0,0,0,19,0,0,2,2,0,0,0
1888,20160708,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
1889,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,20160708,0,0,0,0,0,0,0,17,0,0,1,1,0,0,0
1891,20160708,0,0,0,1,0,1,0,179,0,0,2,2,0,0,0
1892,20160708,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0
1893,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,20160708,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0
1895,20160708,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
1896,20160708,0,0,0,0,0,0,0,41,0,0,2,2,0,0,0
1897,20160708,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0
1898,20160708,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0
1899,20160708,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
1900,20160708,0,0,0,0,0,0,0,13,0,0,1,1,0,0,0
1901,20160708,0,0,0,4,1,4,1,259,360,0,2,2,0,0,0
1902,20160708,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0
1903,20160708,0,0,0,0,0,0,0,54,0,0,1,1,0,0,0
1904,20160708,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0
1905,20160708,0,0,0,3,1,3,1,110,0,0,13,13,0,0,0
1906,20160708,0,0,0,1,0,1,0,21,0,0,4,4,0,0,0
1907,20160708,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
1908,20160708,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
1909,20160708,0,0,0,0,0,0,0,11,0,0,1,1,0,0,0
1910,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,20160708,0,0,0,1,0,1,0,84,0,0,3,3,0,0,0
1913,20160708,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0
1914,20160708,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0
1915,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,20160708,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0
1917,20160708,0,0,0,0,0,0,0,43,0,0,1,1,0,0,0
1918,20160708,0,0,0,0,0,0,0,34,1334,0,2,2,0,0,0
1919,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,20160708,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0
1921,20160708,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0
1922,20160708,0,0,0,1,0,1,0,91,0,0,5,5,0,0,0
1923,20160708,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0
1924,20160708,0,0,0,2,1,2,0,219,4,0,1,1,0,0,0
1925,20160708,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
1926,20160708,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0
1927,20160708,0,0,0,1,0,1,0,24,0,0,3,3,0,0,0
1928,20160708,0,0,0,0,0,0,0,14,0,0,1,1,0,0,0
1929,20160708,0,0,0,0,0,0,0,14,0,0,1,1,0,0,0
1930,20160708,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0
1931,20160708,0,0,0,2,1,2,0,80,15,0,1,1,0,0,0
1932,20160708,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0
1933,20160708,0,0,0,1,0,1,0,66,0,0,8,8,0,0,0
1934,20160708,1,0,1,2,1,2,0,41,0,1,7,7,0,1,0
1935,20160708,0,0,0,1,0,1,0,59,0,0,6,6,0,0,0
1936,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,20160708,3,0,3,5,2,5,1,196,0,3,17,17,0,3,0
1939,20160708,0,0,0,2,1,2,0,423,0,0,2,2,0,0,0
1940,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,20160708,2,0,2,3,1,3,1,237,0,2,11,11,0,2,0
1942,20160708,0,0,0,0,0,0,0,43,111,0,1,1,0,0,0
1943,20160708,7,0,7,4,1,4,1,129,0,7,7,7,0,7,0
1944,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,20160708,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
1947,20160708,0,0,0,0,0,0,0,20,3,0,1,1,0,0,0
1948,20160708,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
1949,20160708,0,0,0,0,0,0,0,11,0,0,1,1,0,0,0
1950,20160708,0,0,0,0,0,0,0,7,10,0,1,1,0,0,0
1951,20160708,0,0,0,2,1,2,0,114,0,0,5,5,0,0,0
1952,20160708,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0
1953,20160708,0,0,0,0,0,0,0,0,1180,0,0,0,0,0,0
1954,20160708,96,0,96,15,5,1,0,349,0,96,5,5,0,96,0
1955,20160708,0,0,0,1,0,1,0,21,0,0,2,2,0,0,0
1956,20160708,0,0,0,0,0,0,0,24,0,0,3,3,0,0,0
1957,20160708,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
1958,20160708,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0
1959,20160708,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0
1960,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,20160708,0,0,0,1,0,1,0,36,0,0,5,5,0,0,0
1962,20160708,0,0,0,0,0,0,0,6,230,0,2,2,0,0,0
1963,20160708,0,0,0,2,1,2,0,110,0,0,6,6,0,0,0
1964,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,20160708,1,0,1,2,1,2,0,166,0,1,10,10,0,1,0
1966,20160708,1,0,1,1,0,1,0,294,0,1,3,3,0,1,0
1967,20160708,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
1968,20160708,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0
1969,20160708,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
1970,20160708,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0
1971,20160708,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1972,20160708,0,0,0,2,1,2,0,131,0,0,7,7,0,0,0
1973,20160708,0,0,0,4,1,4,1,220,0,0,16,16,0,0,0
1974,20160708,0,0,0,2,1,2,0,270,0,0,10,10,0,0,0
1975,20160708,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
1976,20160708,0,0,0,1,0,1,0,23,0,0,2,2,0,0,0
1977,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,20160708,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0
1979,20160708,0,0,0,1,0,1,0,13,287,0,2,2,0,0,0
1980,20160708,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0
1981,20160708,1,0,1,3,1,3,1,259,0,1,15,15,0,1,0
1982,20160708,0,0,0,1,0,1,0,39,173,0,1,1,0,0,0
1983,20160708,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0
1984,20160708,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1985,20160708,0,0,0,1,0,1,0,496,0,0,3,3,0,0,0
1986,20160708,0,0,0,1,0,1,0,24,0,0,6,6,0,0,0
1987,20160708,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0
1988,20160708,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0
1989,20160708,4,0,4,4,1,4,1,210,0,4,5,5,0,4,0
1990,20160708,2,0,2,1,0,1,0,27,0,2,3,3,0,2,0
1991,20160708,0,0,0,1,0,1,0,157,0,0,6,6,0,0,0
1992,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,20160708,0,0,0,0,0,0,0,4,88,0,1,1,0,0,0
1994,20160708,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0
1995,20160708,0,0,0,1,0,1,0,186,0,0,7,7,0,0,0
1996,20160708,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0
1997,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,20160708,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0
1999,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,20160708,0,0,0,0,0,0,0,23,0,0,2,2,0,0,0
2002,20160708,2,0,2,2,1,2,0,136,0,2,9,9,0,2,0
2003,20160708,0,0,0,2,1,2,0,102,0,0,4,4,0,0,0
2004,20160708,0,0,0,2,1,2,0,56,0,0,5,5,0,0,0
2005,20160708,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0
2006,20160708,0,0,0,2,1,2,0,159,0,0,6,6,0,0,0
2007,20160708,0,0,0,0,0,0,0,69,0,0,1,1,0,0,0
2008,20160708,0,0,0,1,0,1,0,74,0,0,7,7,0,0,0
2009,20160708,0,0,0,0,0,0,0,21,0,0,2,2,0,0,0
2010,20160708,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
2011,20160708,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0
2012,20160708,1,0,0,0,0,0,0,26,0,1,1,1,0,0,0
2013,20160708,0,0,0,1,0,1,0,17,83,0,1,1,0,0,0
2014,20160708,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0
2015,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,20160708,0,0,0,1,0,1,0,25,0,0,1,1,0,0,0
2017,20160708,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
2018,20160708,1,2,1,1,0,1,0,70,0,1,4,4,0,1,0
2019,20160708,0,0,0,0,0,0,0,1,301,0,1,1,0,0,0
2020,20160708,12,0,10,2,1,2,0,40,0,12,4,4,0,10,0
2021,20160708,3,0,3,0,0,0,0,0,0,3,0,0,0,3,0
2022,20160708,0,0,0,2,1,2,0,149,0,0,3,3,0,0,0
2023,20160708,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0
2024,20160708,0,0,0,0,0,0,0,27,0,0,1,1,0,0,0
2025,20160708,0,0,0,0,0,0,0,4,10,0,2,2,0,0,0
2026,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,20160708,0,0,0,0,0,0,0,26,0,0,2,2,0,0,0
2028,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,20160708,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0
2030,20160708,0,0,0,1,0,1,0,134,0,0,9,9,0,0,0
2031,20160708,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0
2032,20160708,0,0,0,0,0,0,0,26,0,0,2,2,0,0,0
2033,20160708,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
2034,20160708,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0
2035,20160708,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0
2036,20160708,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
2037,20160708,0,0,0,1,0,1,0,13,0,0,4,4,0,0,0
2038,20160708,0,0,0,0,0,0,0,63,36,0,1,1,0,0,0
2039,20160708,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
2040,20160708,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0
2041,20160708,0,0,0,0,0,0,0,14,123,0,1,1,0,0,0
2042,20160708,0,0,0,1,0,1,0,49,0,0,1,1,0,0,0
2043,20160708,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0
2044,20160708,0,0,0,1,0,1,0,51,109,0,1,1,0,0,0
2045,20160708,0,0,0,1,0,1,0,156,0,0,3,3,0,0,0
2046,20160708,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0
2047,20160708,0,0,0,0,0,0,0,19,0,0,2,2,0,0,0
2048,20160708,0,0,0,1,0,1,0,67,0,0,4,4,0,0,0
2049,20160708,0,0,0,0,0,0,0,6,33,0,1,1,0,0,0
2050,20160708,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
2051,20160708,0,0,0,0,0,0,0,33,0,0,1,1,0,0,0
2052,20160708,0,0,0,1,0,1,0,54,0,0,1,1,0,0,0
2053,20160708,0,0,0,0,0,0,0,6,75,0,1,1,0,0,0
2054,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,20160708,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0
2056,20160708,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2057,20160708,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0
2058,20160708,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
2059,20160708,0,0,0,0,0,0,0,44,0,0,2,2,0,0,0
2060,20160708,0,0,0,0,0,0,0,11,0,0,1,1,0,0,0
2061,20160708,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
2062,20160708,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
2063,20160708,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0
2064,20160708,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0
2065,20160708,1,0,1,1,0,1,0,46,0,1,6,6,0,1,0
2066,20160708,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0
2067,20160708,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2068,20160708,0,0,0,0,0,0,0,6,239,0,1,1,0,0,0
2069,20160708,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
2070,20160708,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2071,20160708,0,0,0,0,0,0,0,51,0,0,1,1,0,0,0
2072,20160708,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2073,20160708,0,0,0,1,0,1,0,61,475,0,5,5,0,0,0
2074,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,20160708,0,0,0,1,0,1,0,54,146,0,1,1,0,0,0
2076,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,20160708,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0
2078,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,20160708,0,0,0,1,0,1,0,20,5,0,3,3,0,0,0
2080,20160708,0,0,0,1,0,1,0,24,0,0,4,4,0,0,0
2081,20160708,0,0,0,1,0,1,0,110,41,0,2,2,0,0,0
2082,20160708,0,0,0,1,0,1,0,76,0,0,3,3,0,0,0
2083,20160708,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
2084,20160708,0,0,0,1,0,1,0,6,0,0,1,1,0,0,0
2085,20160708,0,0,0,1,0,1,0,54,0,0,4,4,0,0,0
2086,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,20160708,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0
2088,20160708,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0
2089,20160708,0,0,0,0,0,0,0,3,56,0,1,1,0,0,0
2090,20160708,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0
2091,20160708,0,0,0,0,0,0,0,20,105,0,2,2,0,0,0
2092,20160708,1,0,0,0,0,0,0,10,262,1,2,2,0,0,0
2093,20160708,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
2094,20160708,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0
2095,20160708,0,0,0,0,0,0,0,16,0,0,1,1,0,0,0
2096,20160708,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
2097,20160708,0,0,0,0,0,0,0,94,0,0,1,1,0,0,0
2098,20160708,0,1,0,0,0,0,0,16,0,0,1,1,0,0,0
2099,20160708,0,0,0,0,0,0,0,14,79,0,1,1,0,0,0
2100,20160708,0,0,0,1,0,1,0,37,0,0,1,1,0,0,0
2101,20160708,1,0,1,2,1,2,0,154,0,1,7,7,0,1,0
2102,20160708,0,0,0,2,1,2,0,290,0,0,13,13,0,0,0
2103,20160708,2,0,2,1,0,1,0,257,0,2,3,3,0,2,0
2104,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,20160708,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0
2106,20160708,0,0,0,1,0,1,0,20,0,0,2,2,0,0,0
2107,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,20160708,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0
2110,20160708,0,0,0,0,0,0,0,10,53,0,1,1,0,0,0
2111,20160708,0,0,0,1,0,1,0,65,153,0,1,1,0,0,0
2112,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,20160708,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0
2114,20160708,0,0,0,0,0,0,0,23,0,0,1,1,0,0,0
2115,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,20160708,0,0,0,2,1,2,0,107,0,0,9,9,0,0,0
2118,20160708,0,0,0,1,0,1,0,411,0,0,1,1,0,0,0
2119,20160708,0,0,0,1,0,1,0,87,0,0,1,1,0,0,0
2120,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,20160708,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
2122,20160708,0,0,0,0,0,0,0,30,0,0,1,1,0,0,0
2123,20160708,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0
2124,20160708,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0
2125,20160708,0,0,0,2,1,2,0,104,0,0,7,7,0,0,0
2126,20160708,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0
2127,20160708,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0
2128,20160708,0,0,0,0,0,0,0,20,0,0,1,1,0,0,0
2129,20160708,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
2130,20160708,0,0,0,0,0,0,0,66,193,0,1,1,0,0,0
2131,20160708,0,0,0,0,0,0,0,9,3,0,1,1,0,0,0
2132,20160708,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0
2133,20160708,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0
2134,20160708,0,0,0,2,1,2,0,89,96,0,1,1,0,0,0
2135,20160708,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0
2136,20160708,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0
2137,20160708,0,0,0,0,0,0,0,19,0,0,1,1,0,0,0
2138,20160708,0,0,0,1,0,1,0,77,6,0,2,2,0,0,0
2139,20160708,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0
2140,20160708,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2141,20160708,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0
2142,20160708,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
2143,20160708,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0
2144,20160708,0,0,0,0,0,0,0,107,25,0,1,1,0,0,0
2145,20160708,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2146,20160708,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0
2147,20160708,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0
2148,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,20160708,1,0,1,2,1,2,0,106,0,1,11,11,0,1,0
2150,20160708,0,0,0,1,0,1,0,50,0,0,8,8,0,0,0
2151,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,20160708,0,0,0,1,0,1,0,130,0,0,5,5,0,0,0
2153,20160708,0,0,0,0,0,0,0,20,0,0,2,2,0,0,0
2154,20160708,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2155,20160708,4,0,4,2,1,2,0,26,0,4,6,6,0,4,0
2156,20160708,7,0,7,3,1,3,0,99,0,7,9,9,0,7,0
2157,20160708,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0
2158,20160708,0,0,0,0,0,0,0,10,0,0,2,2,0,0,0
2159,20160708,0,0,0,0,0,0,0,17,0,0,1,1,0,0,0
2160,20160708,5,0,5,2,1,2,0,166,0,5,4,4,0,5,0
2161,20160708,0,0,0,0,0,0,0,17,0,0,1,1,0,0,0
2162,20160708,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0
2163,20160708,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0
2164,20160708,0,0,0,0,0,0,0,21,0,0,1,1,0,0,0
2165,20160708,0,0,0,2,1,2,0,111,15,0,2,2,0,0,0
2166,20160708,0,0,0,0,0,0,0,9,12,0,1,1,0,0,0
2167,20160708,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
2168,20160708,0,0,0,0,0,0,0,103,93,0,1,1,0,0,0
2169,20160708,0,0,0,0,0,0,0,52,15,0,2,2,0,0,0
2170,20160708,0,0,0,0,0,0,0,3,117,0,1,1,0,0,0
2171,20160708,0,2,0,0,0,0,0,3,0,0,1,1,0,0,0
2172,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,20160708,0,0,0,1,0,1,0,124,0,0,8,8,0,0,0
2174,20160708,1,0,1,1,0,1,0,69,0,1,2,2,0,1,0
2175,20160708,0,0,0,1,0,1,0,19,0,0,3,3,0,0,0
2176,20160708,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0
2177,20160708,0,0,0,0,0,0,0,24,335,0,2,2,0,0,0
2178,20160708,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0
2179,20160708,9,0,6,2,1,2,0,126,0,9,7,7,0,6,0
2180,20160708,0,0,0,0,0,0,0,29,0,0,1,1,0,0,0
2181,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,20160708,1,0,1,1,0,1,0,20,0,1,1,1,0,1,0
2183,20160708,0,0,0,1,0,1,0,59,0,0,5,5,0,0,0
2184,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,20160708,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
2188,20160708,0,0,0,1,0,1,0,207,158,0,2,2,0,0,0
2189,20160708,0,0,0,0,0,0,0,50,0,0,3,3,0,0,0
2190,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,20160708,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
2192,20160708,0,0,0,0,0,0,0,11,0,0,1,1,0,0,0
2193,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,20160708,0,0,0,1,0,1,0,31,0,0,1,1,0,0,0
2195,20160708,1,0,1,1,0,1,0,57,0,1,3,3,0,1,0
2196,20160708,0,0,0,0,0,0,0,24,0,0,3,3,0,0,0
2197,20160708,0,0,0,1,0,1,0,44,0,0,3,3,0,0,0
2198,20160708,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0
2199,20160708,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0
2200,20160708,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0
2201,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,20160708,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
2203,20160708,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0
2204,20160708,0,0,0,0,0,0,0,4,46,0,1,1,0,0,0
2205,20160708,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0
2206,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,20160708,0,0,0,0,0,0,0,27,67,0,1,1,0,0,0
2209,20160708,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2210,20160708,0,0,0,0,0,0,0,37,0,0,3,3,0,0,0
2211,20160708,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0
