SN,Date,IDD_CALL_TIMES,SMS_RECEIVE_CNT,SMS_SEND_CNT,CALLING_TIMES,Calling_IMEI ,Called_IMEI ,Missed_IDD_calling,CALLING_DURATION,CALLED_DURATION,IDD_CALLING_TIMES,CELL_COUNT,CALLING_CELL_COUNT,CALLED_CELL_COUNT,IDD_SMS_CNT,IS_FRAUD
6702,20160708,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0
6703,20160708,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0
6704,20160708,5,0,5,1,0,1,0,133,0,5,2,2,0,5,0
6705,20160708,0,0,0,0,0,0,0,19,0,0,3,3,0,0,0
6706,20160708,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0
6707,20160708,0,0,0,1,0,1,0,7,162,0,2,2,0,0,0
6708,20160708,0,0,0,1,0,1,0,9,34,0,2,2,0,0,0
6709,20160708,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0
6710,20160708,0,0,0,1,0,1,0,57,0,0,1,1,0,0,0
6711,20160708,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0
6712,20160708,0,0,0,1,0,1,0,64,0,0,3,3,0,0,0
6713,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6714,20160708,0,0,0,1,0,1,0,71,0,0,4,4,0,0,0
6715,20160708,0,0,0,0,0,0,0,11,236,0,1,1,0,0,0
6716,20160708,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0
6717,20160708,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6718,20160708,0,0,0,0,0,0,0,76,363,0,2,2,0,0,0
6719,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6720,20160708,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
6721,20160708,0,0,0,0,0,0,0,726,0,0,1,1,0,0,0
6722,20160708,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0
6723,20160708,0,0,0,0,0,0,0,9,0,0,2,2,0,0,0
6724,20160708,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0
6725,20160708,0,0,0,0,0,0,0,26,169,0,1,1,0,0,0
6726,20160708,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0
6727,20160708,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0
6728,20160708,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0
6729,20160708,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
6730,20160708,0,0,0,1,0,1,0,39,0,0,6,6,0,0,0
6731,20160708,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0
6732,20160708,0,0,0,0,0,0,0,56,0,0,1,1,0,0,0
6733,20160708,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0
6734,20160708,2,0,2,1,0,1,0,21,0,2,1,1,0,2,0
6735,20160708,0,0,0,1,0,1,0,63,0,0,2,2,0,0,0
6736,20160708,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
6737,20160708,1,0,1,1,0,1,0,36,0,1,2,2,0,1,0
6738,20160708,0,0,0,0,0,0,0,33,0,0,1,1,0,0,0
6739,20160708,4,0,3,8,3,1,0,603,0,4,23,23,0,3,0
6740,20160708,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0
6741,20160708,0,0,0,1,0,1,0,23,0,0,1,1,0,0,0
6742,20160708,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
6743,20160708,0,0,0,0,0,0,0,7,0,0,2,2,0,0,0
6744,20160708,0,0,0,0,0,0,0,23,0,0,1,1,0,0,0
6745,20160708,0,0,0,0,0,0,0,19,0,0,1,1,0,0,0
6746,20160708,0,0,0,1,0,1,0,81,0,0,1,1,0,0,0
6747,20160708,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0
6748,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6749,20160708,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0
6750,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6751,20160708,0,0,0,1,0,1,0,67,0,0,4,4,0,0,0
6752,20160708,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
6753,20160708,0,0,0,0,0,0,0,46,0,0,1,1,0,0,0
6754,20160708,0,0,0,1,0,1,0,24,0,0,1,1,0,0,0
6755,20160708,0,0,0,5,2,5,1,373,0,0,0,0,0,0,0
6756,20160708,0,0,0,3,1,3,0,233,0,0,0,0,0,0,0
6757,20160708,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
6758,20160708,0,0,0,1,0,1,0,77,0,0,0,0,0,0,0
6759,20160708,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
6760,20160708,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
6761,20160708,0,0,0,1,0,1,0,78,0,0,0,0,0,0,0
6762,20160708,0,0,0,1,0,1,0,232,0,0,0,0,0,0,0
6763,20160708,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
6764,20160708,0,0,0,1,0,1,0,79,0,0,0,0,0,0,0
6765,20160708,0,0,0,1,0,1,0,44,0,0,0,0,0,0,0
6766,20160708,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
6767,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
6768,20160708,0,0,0,2,1,2,0,208,0,0,0,0,0,0,0
6769,20160708,0,0,0,1,0,1,0,106,0,0,0,0,0,0,0
6770,20160708,0,0,0,1,0,1,0,33,0,0,0,0,0,0,0
6771,20160708,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
6772,20160708,0,0,0,1,0,1,0,55,0,0,0,0,0,0,0
6773,20160708,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0
6774,20160708,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
6775,20160708,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6776,20160708,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6777,20160708,0,0,0,2,1,2,0,120,0,0,0,0,0,0,0
6778,20160708,0,0,0,2,1,2,0,92,0,0,0,0,0,0,0
6779,20160708,0,0,0,1,0,1,0,90,0,0,0,0,0,0,0
6780,20160708,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
6781,20160708,0,0,0,2,1,2,0,347,0,0,0,0,0,0,0
6782,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
6783,20160708,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0
6784,20160708,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
6785,20160708,0,0,0,1,0,1,0,52,0,0,0,0,0,0,0
6786,20160708,0,0,0,4,1,4,1,719,0,0,0,0,0,0,0
6787,20160708,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
6788,20160708,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6789,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
6790,20160708,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
6791,20160708,0,0,0,1,0,1,0,16,0,0,0,0,0,0,0
6792,20160708,0,0,0,2,1,2,0,133,0,0,6,6,0,0,0
6793,20160708,0,0,0,1,0,1,0,64,0,0,0,0,0,0,0
6794,20160708,0,0,0,1,0,1,0,66,0,0,0,0,0,0,0
6795,20160708,0,0,0,1,0,1,0,25,0,0,0,0,0,0,0
6796,20160708,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0
6797,20160708,0,0,0,1,0,1,0,76,0,0,0,0,0,0,0
6798,20160708,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
6799,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
6800,20160708,0,0,0,2,1,2,0,299,0,0,0,0,0,0,0
6801,20160708,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
6802,20160708,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
6803,20160708,0,0,0,1,0,1,0,38,0,0,0,0,0,0,0
6804,20160708,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0
6805,20160708,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
6806,20160708,0,0,0,1,0,1,0,144,0,0,0,0,0,0,0
6807,20160708,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
6808,20160708,5,0,5,4,1,4,1,569,0,5,13,13,0,5,0
6809,20160708,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
6810,20160708,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
6811,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
6812,20160708,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
6813,20160708,0,0,0,1,0,1,0,96,0,0,0,0,0,0,0
6814,20160708,0,0,0,1,0,1,0,45,0,0,0,0,0,0,0
6815,20160708,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
6816,20160708,14,0,14,4,1,4,1,202,0,14,10,10,0,14,0
6817,20160708,0,0,0,1,0,1,0,17,0,0,0,0,0,0,0
6818,20160708,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
6819,20160708,0,0,0,2,1,2,0,461,0,0,0,0,0,0,0
6820,20160708,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
6821,20160708,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
6822,20160708,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0
6823,20160708,3,0,3,2,1,2,0,138,0,3,4,4,0,3,0
6824,20160708,0,0,0,1,0,1,0,47,0,0,0,0,0,0,0
6825,20160708,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
6826,20160708,7,0,7,1,0,1,0,0,0,7,0,0,0,7,0
6827,20160708,0,0,0,2,1,2,0,105,0,0,0,0,0,0,0
6828,20160708,0,0,0,3,1,3,1,558,0,0,0,0,0,0,0
6829,20160708,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
6830,20160708,0,0,0,1,0,1,0,44,0,0,0,0,0,0,0
6831,20160708,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0
6832,20160708,0,0,0,1,0,1,0,97,0,0,0,0,0,0,0
6833,20160708,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
6834,20160708,0,0,0,2,1,2,0,247,0,0,0,0,0,0,0
6835,20160708,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
6836,20160708,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0
6837,20160708,0,0,0,2,1,2,0,149,0,0,0,0,0,0,0
6838,20160708,0,0,0,1,0,1,0,48,0,0,0,0,0,0,0
6839,20160708,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
6840,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6841,20160708,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6842,20160708,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0
6843,20160708,0,0,0,2,1,2,0,81,0,0,0,0,0,0,0
6844,20160708,0,0,0,1,0,1,0,206,0,0,0,0,0,0,0
6845,20160708,0,0,0,1,0,1,0,175,0,0,0,0,0,0,0
6846,20160708,0,0,0,1,0,1,0,147,0,0,0,0,0,0,0
6847,20160708,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
6848,20160708,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
6849,20160708,0,0,0,1,0,1,0,118,0,0,0,0,0,0,0
6850,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
6851,20160708,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
6852,20160708,0,0,0,2,1,2,0,176,0,0,0,0,0,0,0
6853,20160708,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
6854,20160708,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
6855,20160708,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6856,20160708,0,0,0,1,0,1,0,206,0,0,0,0,0,0,0
6857,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
6858,20160708,0,0,0,1,0,1,0,129,0,0,0,0,0,0,0
6859,20160708,0,0,0,1,0,1,0,34,0,0,0,0,0,0,0
6860,20160708,0,0,0,1,0,1,0,92,0,0,0,0,0,0,0
6861,20160708,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0
6862,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
6863,20160708,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0
6864,20160708,0,0,0,1,0,1,0,80,0,0,0,0,0,0,0
6865,20160708,0,0,0,1,0,1,0,79,0,0,0,0,0,0,0
6866,20160708,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
6867,20160708,0,0,0,1,0,1,0,143,0,0,0,0,0,0,0
6868,20160708,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
6869,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
6870,20160708,0,0,0,1,0,1,0,50,0,0,4,4,0,0,0
6871,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6872,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6873,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6874,20160708,2,0,2,6,2,6,1,238,0,2,18,18,0,2,0
6875,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
6876,20160708,0,0,0,1,0,1,0,200,0,0,0,0,0,0,0
6877,20160708,0,0,0,1,0,1,0,84,0,0,0,0,0,0,0
6878,20160708,0,0,0,6,2,6,1,1001,0,0,0,0,0,0,0
6879,20160708,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
6880,20160708,0,0,0,3,1,3,1,227,0,0,0,0,0,0,0
6881,20160708,1,0,4,2,1,2,0,45,0,1,6,6,0,1,0
6882,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
6883,20160708,0,0,0,1,0,1,0,324,0,0,0,0,0,0,0
6884,20160708,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
6885,20160708,0,0,0,1,0,1,0,53,0,0,0,0,0,0,0
6886,20160708,0,0,0,3,1,3,1,116,0,0,0,0,0,0,0
6887,20160708,0,0,0,1,0,1,0,126,0,0,0,0,0,0,0
6888,20160708,0,0,0,1,0,1,0,119,0,0,0,0,0,0,0
6889,20160708,0,0,0,1,0,1,0,22,0,0,0,0,0,0,0
6890,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
6891,20160708,0,0,0,1,0,1,0,167,0,0,0,0,0,0,0
6892,20160708,0,0,0,1,0,1,0,364,0,0,0,0,0,0,0
6893,20160708,0,0,0,2,1,2,0,309,0,0,0,0,0,0,0
6894,20160708,0,0,0,1,0,1,0,34,0,0,0,0,0,0,0
6895,20160708,0,0,0,1,0,1,0,89,0,0,0,0,0,0,0
6896,20160708,0,0,0,1,0,1,0,104,0,0,0,0,0,0,0
6897,20160708,0,0,0,3,1,3,0,254,0,0,0,0,0,0,0
6898,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
6899,20160708,0,0,0,4,1,4,1,692,0,0,0,0,0,0,0
6900,20160708,0,0,0,3,1,3,1,348,0,0,0,0,0,0,0
6901,20160708,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
6902,20160708,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
6903,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
6904,20160708,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
6905,20160708,0,0,0,5,2,5,1,354,0,0,0,0,0,0,0
6906,20160708,0,0,0,2,1,2,0,205,0,0,0,0,0,0,0
6907,20160708,0,0,0,4,1,4,1,356,0,0,0,0,0,0,0
6908,20160708,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
6909,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
6910,20160708,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
6911,20160708,0,0,0,1,0,1,0,122,0,0,8,8,0,0,0
6912,20160708,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
6913,20160708,0,0,0,1,0,1,0,101,0,0,0,0,0,0,0
6914,20160708,0,0,0,0,0,0,0,61,0,0,1,1,0,0,0
6915,20160708,0,0,0,3,1,3,0,396,0,0,0,0,0,0,0
6916,20160708,0,0,0,1,0,1,0,75,0,0,0,0,0,0,0
6917,20160708,0,0,0,1,0,1,0,261,0,0,0,0,0,0,0
6918,20160708,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
6919,20160708,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
6920,20160708,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
6921,20160708,0,0,0,2,1,2,0,140,0,0,0,0,0,0,0
6922,20160708,0,0,0,1,0,1,0,166,0,0,0,0,0,0,0
6923,20160708,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
6924,20160708,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
6925,20160708,0,0,0,2,1,2,0,469,0,0,0,0,0,0,0
6926,20160708,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0
6927,20160708,0,0,0,2,1,2,0,243,0,0,0,0,0,0,0
6928,20160708,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
6929,20160708,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0
6930,20160708,0,0,0,1,0,1,0,80,0,0,0,0,0,0,0
6931,20160708,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0
6932,20160708,0,0,0,1,0,1,0,94,0,0,0,0,0,0,0
6933,20160708,0,0,0,2,1,2,0,242,0,0,0,0,0,0,0
6934,20160708,0,0,0,2,1,2,0,200,0,0,0,0,0,0,0
6935,20160708,1,0,1,0,0,0,0,9,0,1,1,1,0,1,0
6936,20160708,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
6937,20160708,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
6938,20160708,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
6939,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
6940,20160708,0,0,0,1,0,1,0,144,0,0,0,0,0,0,0
6941,20160708,0,0,0,1,0,1,0,38,0,0,0,0,0,0,0
6942,20160708,0,0,0,3,1,3,0,262,0,0,0,0,0,0,0
6943,20160708,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0
6944,20160708,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
6945,20160708,0,0,0,0,0,0,0,34,0,0,1,1,0,0,0
6946,20160708,5,0,5,3,1,3,0,275,0,5,13,13,0,5,0
6947,20160708,0,0,0,3,1,3,0,276,0,0,12,12,0,0,0
6948,20160708,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
6949,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
6950,20160708,0,0,0,1,0,1,0,33,0,0,0,0,0,0,0
6951,20160708,0,0,0,1,0,1,0,78,0,0,0,0,0,0,0
6952,20160708,0,0,0,2,1,2,0,203,0,0,0,0,0,0,0
6953,20160708,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
6954,20160708,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
6955,20160708,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
6956,20160708,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
6957,20160708,0,0,0,1,0,1,0,1028,0,0,0,0,0,0,0
6958,20160708,0,0,0,1,0,1,0,129,0,0,0,0,0,0,0
6959,20160708,6,0,6,3,1,3,0,260,0,6,11,11,0,6,0
6960,20160708,0,0,0,1,0,1,0,77,0,0,0,0,0,0,0
6961,20160708,0,0,0,1,0,1,0,304,0,0,0,0,0,0,0
6962,20160708,0,0,0,1,0,1,0,93,0,0,0,0,0,0,0
6963,20160708,0,0,0,1,0,1,0,168,0,0,0,0,0,0,0
6964,20160708,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
6965,20160708,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
6966,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6967,20160708,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
6968,20160708,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
6969,20160708,0,0,0,2,1,2,0,99,0,0,0,0,0,0,0
6970,20160708,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0
6971,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
6972,20160708,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
6973,20160708,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
6974,20160708,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0
6975,20160708,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
6976,20160708,0,0,0,1,0,1,0,118,0,0,0,0,0,0,0
6977,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
6978,20160708,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
6979,20160708,0,0,0,2,1,2,0,244,0,0,0,0,0,0,0
6980,20160708,0,0,0,1,0,1,0,173,0,0,0,0,0,0,0
6981,20160708,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
6982,20160708,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
6983,20160708,0,0,0,1,0,1,0,154,0,0,0,0,0,0,0
6984,20160708,0,0,0,4,1,4,1,513,0,0,0,0,0,0,0
6985,20160708,0,0,0,3,1,3,0,378,0,0,0,0,0,0,0
6986,20160708,0,0,0,1,0,1,0,159,0,0,0,0,0,0,0
6987,20160708,0,0,0,2,1,2,0,188,0,0,0,0,0,0,0
6988,20160708,0,0,0,2,1,2,0,94,0,0,0,0,0,0,0
6989,20160708,0,0,0,1,0,1,0,31,0,0,0,0,0,0,0
6990,20160708,0,0,0,3,1,3,0,377,0,0,0,0,0,0,0
6991,20160708,0,0,0,2,1,2,0,144,0,0,0,0,0,0,0
6992,20160708,0,0,0,1,0,1,0,134,0,0,0,0,0,0,0
6993,20160708,6,0,6,2,1,2,0,79,0,6,4,4,0,6,0
6994,20160708,0,0,0,0,0,0,0,32,0,0,1,1,0,0,0
6995,20160708,3,0,3,1,0,1,0,60,0,3,4,4,0,3,0
6996,20160708,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0
6997,20160708,2,0,2,4,1,4,1,344,0,2,23,23,0,2,0
6998,20160708,0,0,0,0,0,0,0,17,0,0,2,2,0,0,0
6999,20160708,4,0,1,5,2,5,1,335,0,4,18,18,0,1,0
7000,20160708,0,0,0,2,1,2,0,186,0,0,0,0,0,0,0
7001,20160708,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
7002,20160708,0,0,0,1,0,1,0,28,0,0,0,0,0,0,0
7003,20160708,0,0,0,1,0,1,0,153,0,0,0,0,0,0,0
7004,20160708,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7005,20160708,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
7006,20160708,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
7007,20160708,0,0,0,1,0,1,0,28,0,0,0,0,0,0,0
7008,20160708,0,0,0,7,2,7,1,803,0,0,0,0,0,0,0
7009,20160708,0,0,0,2,1,2,0,246,0,0,0,0,0,0,0
7010,20160708,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0
7011,20160708,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
7012,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7013,20160708,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7014,20160708,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
7015,20160708,0,0,0,1,0,1,0,49,0,0,0,0,0,0,0
7016,20160708,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
7017,20160708,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7018,20160708,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
7019,20160708,0,0,0,2,1,2,0,109,0,0,4,4,0,0,0
7020,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7021,20160708,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
7022,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7023,20160708,0,0,0,1,0,1,0,100,0,0,0,0,0,0,0
7024,20160708,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
7025,20160708,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
7026,20160708,0,0,0,2,1,2,0,91,0,0,0,0,0,0,0
7027,20160708,0,0,0,1,0,1,0,44,0,0,0,0,0,0,0
7028,20160708,0,0,0,2,1,2,0,197,0,0,0,0,0,0,0
7029,20160708,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0
7030,20160708,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
7031,20160708,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7032,20160708,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
7033,20160708,0,0,0,2,1,2,0,239,0,0,0,0,0,0,0
7034,20160708,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
7035,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
7036,20160708,0,0,0,1,0,1,0,87,0,0,0,0,0,0,0
7037,20160708,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
7038,20160708,0,0,0,1,0,1,0,111,0,0,0,0,0,0,0
7039,20160708,0,0,0,3,1,3,0,307,0,0,0,0,0,0,0
7040,20160708,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
7041,20160708,0,0,0,2,1,2,0,96,0,0,0,0,0,0,0
7042,20160708,0,0,0,0,0,0,0,23,0,0,3,3,0,0,0
7043,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
7044,20160708,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
7045,20160708,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
7046,20160708,0,0,0,1,0,1,0,154,0,0,0,0,0,0,0
7047,20160708,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
7048,20160708,0,0,0,1,0,1,0,61,0,0,0,0,0,0,0
7049,20160708,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
7050,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
7051,20160708,0,0,0,1,0,1,0,127,0,0,0,0,0,0,0
7052,20160708,0,0,0,1,0,1,0,291,0,0,0,0,0,0,0
7053,20160708,0,0,0,1,0,1,0,43,0,0,0,0,0,0,0
7054,20160708,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
7055,20160708,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
7056,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
7057,20160708,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
7058,20160708,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
7059,20160708,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
7060,20160708,0,0,0,1,0,1,0,249,0,0,0,0,0,0,0
7061,20160708,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
7062,20160708,0,0,0,1,0,1,0,237,0,0,0,0,0,0,0
7063,20160708,0,0,0,5,2,5,1,686,0,0,0,0,0,0,0
7064,20160708,0,0,0,2,1,2,0,115,0,0,0,0,0,0,0
7065,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
7066,20160708,0,0,0,2,1,2,0,133,0,0,0,0,0,0,0
7067,20160708,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
7068,20160708,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
7069,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
7070,20160708,0,0,0,1,0,1,0,169,0,0,0,0,0,0,0
7071,20160708,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0
7072,20160708,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
7073,20160708,1,0,1,2,1,2,0,63,0,1,9,9,0,1,0
7074,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
